counter,start,storeDLT,storeKfrags,finish
0,2922,13115,112,82,119
17,3253,24456,112,104,125
1,3814,34198,133,66,107
5,33477,17940,115,65,120
2,34062,28714,117,64,106
4,32819,34490,111,60,107
8,34778,50072,110,69,115
16,33358,60917,113,77,125
7,31398,71451,109,64,113
12,31914,79425,111,65,105
10,29694,89294,113,64,115
9,28531,97121,112,67,115
3,23485,113631,121,69,106
6,23285,124051,115,65,105
14,8782,135664,109,62,106
11,71207,81017,118,75,105
18,125016,34328,110,62,105
19,115307,34508,111,69,114
15,104998,44952,110,66,121
13,89157,55567,118,65,116
