counter,start,storeDLT,storeKfrags,finish
0,4829,5542,112,70,105
5,3999,13845,109,66,109
2,5373,23790,110,71,110
1,4347,29433,127,66,102
6,13284,28904,133,72,148
7,22540,29054,138,69,107
4,35964,17795,111,62,113
9,29805,29367,115,69,114
19,33102,33796,111,66,104
10,32934,42497,118,63,106
3,36143,54258,126,146,264
13,30808,67617,111,71,102
18,33368,115570,112,64,123
17,33347,131729,147,68,115
16,55581,101754,193,88,107
12,90437,76926,110,72,106
8,96763,70011,112,72,105
14,113983,60695,110,65,112
11,139712,36168,113,70,128
15,42735,11682,491,1087,327
