counter,start,storeDLT,storeKfrags,finish
2,2007,7022,110,68,113
0,2526,9377,113,69,105
15,2749,13567,110,68,117
5,2500,17939,112,66,102
3,2675,21871,110,67,111
7,15660,14763,110,69,107
14,19167,15505,113,60,104
4,19896,18237,109,62,111
1,22170,18845,129,68,104
11,23434,23270,108,66,120
8,21905,26306,118,66,120
13,19223,31753,111,109,102
19,15982,35495,108,61,102
10,14095,40003,110,92,107
9,14592,39630,133,61,105
18,20777,34995,112,64,105
16,17866,39185,113,63,101
6,41573,16876,110,77,114
12,33881,15216,110,71,103
17,28273,11488,112,66,110
