counter,start,storeDLT,storeKfrags,finish
2,2007,3398,113,67,117
0,2526,7309,110,95,108
15,2749,11675,117,89,104
5,2500,15889,115,70,103
3,2675,19876,111,66,115
7,15660,12271,109,88,102
14,19167,13408,115,71,109
4,19896,17454,119,65,109
1,22170,20466,119,69,104
11,23434,21446,114,65,108
8,21905,25645,127,65,101
13,19223,30064,116,77,112
19,15982,34246,110,66,111
10,14095,38102,110,73,102
9,14592,37590,118,70,102
18,20777,32961,112,67,106
16,17866,37122,121,70,103
6,41573,14508,109,64,105
12,33881,17020,122,66,116
17,28273,9579,128,63,103
