counter,start,storeDLT,storeKfrags,finish
0,2828,6739,123,62,102
7,3193,17466,112,73,107
1,3372,28546,124,66,102
3,2941,36003,109,87,103
8,20423,30247,110,67,108
4,29409,28833,109,66,118
5,29716,39871,131,68,106
2,37805,34547,114,65,103
6,37728,47312,117,65,106
19,36951,56085,122,72,102
9,34998,64315,111,66,104
10,35280,72864,140,65,104
12,24325,81550,118,61,101
17,27188,90009,116,63,106
13,24479,98092,117,67,115
14,24124,97026,111,62,109
18,30829,100050,116,98,108
11,34816,95863,114,65,109
16,62647,8278,116,64,102
15,42836,16787,115,60,112
