counter,start,storeDLT,storeKfrags,finish
0,2828,9971,111,67,105
7,3193,14673,109,65,107
1,3372,25094,116,62,103
3,2941,34371,110,63,103
8,20423,28563,170,97,103
4,29409,24269,110,60,101
5,29716,37139,117,62,101
2,37805,36340,116,70,109
6,37728,46632,109,68,104
19,36951,51584,122,65,109
9,34998,62648,120,61,104
10,35280,71190,111,68,109
12,24325,79884,115,66,104
17,27188,88094,120,64,104
13,24479,96086,127,66,102
14,24124,95247,114,66,103
18,30829,97006,114,66,108
11,34816,93417,122,71,105
16,62647,6585,119,61,128
15,42836,13436,121,63,112
