counter,start,storeDLT,storeKfrags,finish
0,2785,3734,111,70,121
2,2702,7214,116,66,103
1,5579,7208,115,66,114
3,4967,9770,111,59,104
7,6418,9693,113,71,103
8,9765,4943,116,76,103
18,6291,8274,131,65,102
9,5808,9385,110,64,112
5,3909,13780,110,63,104
6,2554,33247,808,171,151
15,12060,25209,123,169,112
12,33732,6332,121,68,112
4,13529,9021,114,67,103
19,30707,11194,109,67,145
13,21674,8689,153,70,137
10,13900,10420,110,63,103
17,21056,22012,119,68,103
11,4931,24928,111,70,105
14,6632,4407,244,176,183
16,2816,5691,116,66,130
