counter,start,storeDLT,storeKfrags,finish
0,2822,6181,115,66,102
1,2792,13406,113,75,108
5,20598,6209,115,59,117
18,17774,14662,109,76,107
2,16791,25778,109,64,109
7,16985,34349,111,61,103
3,9961,44542,111,68,110
6,10563,54736,111,67,109
4,8337,63166,111,68,102
9,61126,17478,109,61,105
11,69619,17832,111,70,114
8,71415,27215,116,65,108
14,66732,35419,111,69,104
10,58112,51087,114,72,112
12,64486,59716,117,64,111
15,48461,66164,111,65,127
13,42750,75705,111,67,110
19,42879,85255,121,60,105
16,33592,94601,120,63,105
17,94265,5355,111,63,106
