counter,start,storeDLT,storeKfrags,finish
0,2707,2669,117,70,107
4,4603,3017,109,76,117
3,4725,5897,119,61,105
12,3234,7808,109,71,105
2,3257,11804,114,58,102
1,14689,2717,115,68,113
13,13811,7543,115,69,104
19,5300,7828,116,74,109
9,2545,11037,112,66,104
5,2704,14924,113,72,119
10,17286,1662,110,58,104
17,15828,5982,113,76,104
6,11646,9104,110,63,106
8,5480,11932,110,70,104
18,3270,15065,114,61,104
11,17351,2634,112,66,124
14,14868,5519,110,67,105
15,8070,7808,110,58,105
7,2670,2541,112,65,106
16,4969,3265,113,96,142
