counter,start,storeDLT,storeKfrags,finish
0,2707,4623,175,63,106
4,4603,5019,109,66,116
3,4725,7929,123,67,104
12,3234,11199,110,68,104
2,3257,14156,118,68,114
1,14689,5670,113,70,108
13,13811,7102,117,73,110
19,5300,10155,110,59,125
9,2545,12395,113,67,104
5,2704,17527,111,64,108
10,17286,5024,111,65,111
17,15828,7333,113,70,121
6,11646,11765,113,63,105
8,5480,14269,114,70,106
18,3270,17402,110,81,110
11,17351,5195,122,65,103
14,14868,8415,110,79,103
15,8070,11033,109,59,105
7,2670,4432,111,66,104
16,4969,4953,112,66,109
