counter,start,storeDLT,storeKfrags,finish
0,2707,3399,115,58,103
4,4603,4940,110,60,133
3,4725,7799,119,83,111
12,3234,11090,111,64,108
2,3257,14044,117,80,104
1,14689,5552,117,80,105
13,13811,6876,120,59,104
19,5300,10049,110,76,103
9,2545,13279,109,71,105
5,2704,17387,116,64,103
10,17286,4916,112,63,109
17,15828,7981,116,67,102
6,11646,11546,118,66,103
8,5480,14158,112,65,112
18,3270,17290,112,67,109
11,17351,4624,112,60,105
14,14868,7522,108,60,104
15,8070,11257,109,65,115
7,2670,3553,119,67,114
16,4969,4845,116,64,103
