counter,start,storeDLT,storeKfrags,finish
0,2822,9852,113,65,111
1,2792,17151,112,62,105
5,20598,8727,111,64,102
18,17774,22541,112,63,106
2,16791,28411,111,70,102
7,16985,40942,109,62,103
3,9961,48182,121,69,103
6,10563,57526,118,70,109
4,8337,68295,113,68,107
9,61126,22459,122,67,105
11,69619,21456,111,61,103
8,71415,30907,112,73,103
14,66732,38758,125,67,110
10,58112,50104,112,67,110
12,64486,60384,112,72,110
15,48461,71395,111,68,120
13,42750,79252,112,59,107
19,42879,88755,110,68,103
16,33592,98161,122,73,103
17,94265,9777,111,64,109
