counter,start,storeDLT,storeKfrags,finish
0,2376,3962,34,66,171
4,2503,5800,38,35,36
1,2331,9188,15,16,8
2,7210,5804,42,37,6
6,9781,3717,52,156,160
7,5228,4292,64,42,8
8,6247,3699,14,19,9
3,2329,3115,68,83,18
5,2355,3429,279,49,10
9,2359,2830,99,211,43
