counter,start,storeDLT,storeKfrags,finish
0,2856,7215,111,68,116
8,2993,18560,117,63,116
1,2671,26703,114,63,104
2,2964,36738,120,66,102
3,22593,27048,110,59,103
4,40401,22764,117,60,108
13,40429,32998,109,65,105
14,35881,41331,111,63,109
11,35481,50954,123,61,104
7,29979,57965,111,73,106
12,29622,67140,108,70,112
10,29776,79474,115,64,103
19,29689,91308,116,68,103
9,25610,97032,111,70,112
5,35589,97252,113,66,108
18,31006,105986,109,68,107
16,22207,116681,110,63,106
6,31189,123932,123,61,102
17,19574,134197,109,66,102
15,117964,6713,113,82,107
