counter,start,storeDLT,storeKfrags,finish
0,2885,5260,123,60,103
3,2675,13083,110,64,108
8,2802,22344,110,64,108
1,13096,26977,141,70,101
2,13630,33622,122,62,103
5,30958,24394,110,67,105
4,30646,34330,109,58,106
12,30126,43275,117,62,126
10,26008,52103,111,62,103
7,37799,42994,114,68,103
9,31595,53650,113,67,107
16,26393,64296,115,62,107
6,61886,42089,111,64,116
14,62142,44223,127,61,108
15,50086,54100,113,65,103
18,67547,32946,110,67,106
17,53462,42073,110,59,105
11,46038,51670,115,62,104
13,44179,60808,119,65,106
19,2878,2702,111,65,106
