counter,start,storeDLT,storeKfrags,finish
0,2354,3037,426,113,8
3,2303,2968,261,444,87
1,3085,2441,127,147,119
6,4252,4312,474,368,82
4,3027,5943,15,22,19
2,2322,2860,65,197,214
9,2277,3195,85,188,46
5,2257,3928,14,12,10
7,2267,2860,101,96,59
8,2341,2845,126,202,179
