counter,start,storeDLT,storeKfrags,finish
6,2826,5787,109,67,103
1,4804,10528,118,64,102
2,7826,21275,110,68,103
0,8876,29670,119,66,102
4,5866,33349,111,66,104
13,3856,41744,110,66,103
9,16830,36322,110,63,103
7,23719,35045,120,70,103
12,36284,30081,110,68,112
3,34478,28800,111,73,102
5,31753,34460,110,67,110
8,34218,40322,115,64,108
11,32417,47988,112,84,105
16,28542,41556,116,61,108
17,31024,48186,112,71,103
10,29171,54034,170,80,114
15,27252,54878,110,65,118
19,45503,35384,119,64,113
18,44710,42096,114,64,106
14,4797,5319,112,59,104
