counter,start,storeDLT,storeKfrags,finish
6,2826,8445,121,65,109
1,4804,16413,126,62,102
2,7826,20203,108,59,102
0,8876,25109,110,61,108
4,5866,33125,110,65,102
13,3856,37650,111,73,108
9,16830,30885,108,74,121
7,23719,32153,112,67,116
12,36284,26976,112,61,112
3,34478,26808,120,65,103
5,31753,31545,112,63,118
8,34218,35521,121,64,109
11,32417,42291,110,73,109
16,28542,36896,114,63,103
17,31024,44704,124,60,105
10,29171,51247,110,62,104
15,27252,54674,126,63,106
19,45503,30353,110,68,118
18,44710,36482,113,63,104
14,4797,4534,112,65,112
