counter,start,storeDLT,storeKfrags,finish
6,2826,3013,117,62,106
1,4804,11070,113,65,113
2,7826,16302,311,174,102
0,8876,24285,116,64,103
4,5866,30113,110,60,104
13,3856,35532,114,72,106
9,16830,31532,129,62,103
7,23719,29618,115,72,106
12,36284,24577,112,61,102
3,34478,24702,113,67,103
5,31753,29215,111,68,111
8,34218,38087,112,65,110
11,32417,42852,113,63,113
16,28542,35954,145,68,123
17,31024,42835,112,65,121
10,29171,49550,111,60,101
15,27252,49970,110,62,104
19,45503,34317,112,65,103
18,44710,36799,111,157,116
14,4797,2650,110,67,105
