counter,start,storeDLT,storeKfrags,finish
6,2826,3812,110,60,101
1,4804,9522,110,61,123
2,7826,18141,269,175,102
0,8876,24779,113,65,102
4,5866,33682,110,67,109
13,3856,35776,111,63,102
9,16830,31157,124,74,113
7,23719,31167,110,67,120
12,36284,26254,133,59,102
3,34478,26361,112,65,114
5,31753,29327,116,67,102
8,34218,37420,116,69,109
11,32417,41969,118,62,114
16,28542,36463,112,90,109
17,31024,43272,113,66,112
10,29171,49917,116,75,103
15,27252,50492,116,68,104
19,45503,32652,110,65,103
18,44710,37914,114,69,102
14,4797,3315,114,66,102
