counter,start,storeDLT,storeKfrags,finish
0,2836,7237,110,66,106
10,2760,18135,114,59,100
14,2908,25504,112,65,102
7,2925,34751,120,85,103
18,3225,46145,109,65,115
5,13153,47656,112,75,103
4,13489,58037,117,72,107
13,50875,31407,111,62,103
2,50833,40772,109,63,104
1,51206,50191,112,86,113
17,51397,59036,186,67,102
19,46508,69147,112,65,111
12,46520,78550,110,62,102
16,63561,68253,109,63,102
11,61504,75845,111,58,107
3,57938,85949,110,65,112
6,54085,96313,110,66,102
8,50616,105834,117,67,103
15,28298,115463,114,61,103
9,77461,63863,111,75,114
