counter,start,storeDLT,storeKfrags,finish
0,2836,11785,113,76,111
10,2760,18591,112,59,104
14,2908,31556,124,61,103
7,2925,40600,114,66,107
18,3225,50062,113,66,101
5,13153,53610,112,64,107
4,13489,62438,111,67,115
13,50875,35412,121,61,101
2,50833,45322,116,76,114
1,51206,55509,117,69,104
17,51397,63945,117,65,112
19,46508,73500,111,64,104
12,46520,83162,149,61,104
16,63561,72976,120,63,109
11,61504,82185,112,62,113
3,57938,91502,115,68,104
6,54085,100864,115,61,116
8,50616,110502,112,67,112
15,28298,119955,111,74,109
9,77461,68765,110,67,110
