counter,start,storeDLT,storeKfrags,finish
0,4242,7744,122,66,107
8,5044,13560,875,186,846
3,4177,25971,123,91,149
4,15591,28695,114,64,107
5,15792,39497,115,69,110
1,16483,47460,222,125,328
10,25172,49562,116,69,114
13,35272,47884,123,80,114
19,37335,57976,122,64,107
7,27300,64127,115,84,108
2,38644,72216,119,69,112
12,51892,61580,116,65,111
14,47751,64889,119,76,110
16,45497,74190,116,69,126
9,47600,81298,124,74,109
6,49551,81333,116,77,120
18,78813,54823,120,72,122
11,74962,63835,120,72,111
15,76803,20375,117,75,111
17,9577,4519,131,72,113
