counter,start,storeDLT,storeKfrags,finish
0,4242,13756,117,63,107
8,5044,22794,114,69,106
3,4177,33103,117,73,108
4,15591,32351,116,65,117
5,15792,40233,124,68,108
1,16483,52773,114,80,113
10,25172,53181,116,68,106
13,35272,51513,118,68,112
19,37335,57744,115,69,106
7,27300,66825,119,69,115
2,38644,76516,128,70,114
12,51892,59715,115,76,112
14,47751,69002,127,61,110
16,45497,77839,116,70,114
9,47600,85196,115,200,108
6,49551,85388,124,71,204
18,78813,61331,123,72,107
11,74962,68328,115,73,108
15,76803,28544,116,65,113
17,9577,12085,115,68,108
