counter,start,storeDLT,storeKfrags,finish
6,7688,5352,111,66,107
0,8152,12020,112,65,105
1,6015,16793,123,62,110
5,4446,21063,110,64,118
14,6794,23493,113,65,119
11,19870,19369,115,87,130
4,20189,23866,119,64,197
2,27782,21169,109,67,119
15,26242,106714,1606,3293,6068
7,19575,107123,4083,2251,6320
10,27826,113350,5745,6955,6146
3,24839,117174,3155,5963,6560
8,16358,114882,5230,6025,6570
18,28829,103797,7667,1492,6529
16,20762,104258,7701,1562,6765
12,116469,143315,1133,1813,2231
9,95841,139144,489,3022,857
13,96109,140107,1471,1851,832
17,145041,14102,149,362,186
19,12194,5812,113,71,109
