counter,start,storeDLT,storeKfrags,finish
6,7688,7561,111,72,121
0,8152,12687,110,70,122
1,6015,18095,110,60,112
5,4446,22582,125,58,108
14,6794,25388,110,66,116
11,19870,19639,174,121,135
4,20189,24965,117,61,119
2,27782,21204,129,78,125
3,24839,113088,5857,7005,4363
8,16358,113459,5701,6976,6707
15,26242,118008,7562,1636,5686
7,19575,117724,2310,5898,6911
10,27826,115749,4660,5999,7178
16,20762,104590,5088,3602,6364
18,28829,103451,2895,6462,7032
12,116469,144290,492,2271,1376
9,95841,138207,1149,1807,2211
13,96109,139787,549,3024,849
17,145041,13974,257,179,428
19,12194,5462,137,78,105
