counter,start,storeDLT,storeKfrags,finish
6,7688,5590,111,64,105
0,8152,9762,109,73,114
1,6015,15018,119,66,114
5,4446,20017,113,59,103
14,6794,25291,110,60,104
11,19870,15690,135,104,150
4,20189,22502,113,59,107
2,27782,17533,112,61,164
18,28829,91769,2472,3325,6003
15,26242,105754,2522,3337,6013
7,19575,107122,3733,2061,6835
10,27826,116780,3665,5973,6371
3,24839,118135,7732,2010,5647
8,16358,118157,4694,4181,6945
16,20762,105234,4411,3634,7037
12,116469,144118,544,3013,808
9,95841,139371,1483,1733,863
13,96109,138957,1205,1792,2296
17,145041,13757,269,289,332
19,12194,3899,111,70,135
