counter,start,storeDLT,storeKfrags,finish
0,4829,16218,129,130,143
4,5103,27174,483,541,202
3,5075,39158,121,67,117
7,6506,47171,122,94,145
1,6825,61383,199,72,113
5,7299,68684,125,67,162
9,7354,80491,134,88,118
12,40102,61627,110,76,121
8,41558,71537,118,74,123
2,72951,51059,116,84,117
11,79661,50776,143,75,157
6,70322,63122,167,89,121
17,67873,74159,116,83,122
15,65021,84218,128,78,143
16,72582,68456,138,90,112
13,68410,77740,115,113,110
14,69435,85273,117,76,114
18,67342,102043,116,69,114
10,63404,112628,130,80,155
19,3230,17598,112,88,113
