counter,start,storeDLT,storeKfrags,finish
0,2861,6621,118,61,104
14,2718,14242,113,72,113
1,2944,21762,111,62,111
4,27958,11784,112,65,106
10,28104,17204,109,69,103
2,28412,26245,116,61,104
6,26088,30531,113,66,103
15,27303,41742,118,66,104
3,25100,50746,118,95,103
7,15945,61476,122,68,112
8,6814,68218,111,65,115
5,10787,76717,115,76,103
11,13961,75226,120,79,103
19,81163,10543,113,66,109
16,77598,14848,111,63,105
13,72342,23651,120,65,107
17,68995,30484,109,66,110
9,63972,39644,116,66,135
18,32181,48482,112,70,110
12,51338,5294,119,74,133
