counter,start,storeDLT,storeKfrags,finish
0,2861,6841,112,63,105
14,2718,16181,119,68,103
1,2944,25229,116,71,105
4,27958,7988,122,73,106
10,28104,19337,123,61,104
2,28412,27590,116,65,111
6,26088,35468,121,68,103
15,27303,43971,110,76,113
3,25100,51445,112,68,117
7,15945,61255,112,70,114
8,6814,70235,120,64,105
5,10787,78722,110,67,111
11,13961,75927,109,67,107
19,81163,7503,114,69,106
16,77598,16962,111,69,106
13,72342,24980,113,69,113
17,68995,33731,125,64,117
9,63972,42237,114,67,108
18,32181,50470,110,65,111
12,51338,7336,119,75,136
