counter,start,storeDLT,storeKfrags,finish
0,2861,2544,176,66,104
14,2718,11890,113,64,103
1,2944,22444,109,65,112
4,27958,5156,111,69,108
10,28104,14030,111,71,102
2,28412,22792,114,67,110
6,26088,31074,113,59,105
15,27303,39958,112,66,113
3,25100,48861,117,69,108
7,15945,55953,116,67,105
8,6814,65971,110,63,102
5,10787,74798,116,60,116
11,13961,73103,112,68,108
19,81163,3362,116,62,103
16,77598,12847,111,70,112
13,72342,21628,113,65,105
17,68995,31269,117,72,118
9,63972,37632,121,65,107
18,32181,46590,111,66,104
12,51338,3278,113,94,121
