counter,start,storeDLT,storeKfrags,finish
0,2537,3334,115,69,113
18,5391,2442,112,85,103
2,5437,6632,111,79,125
8,2441,9076,110,63,109
5,8645,6679,114,66,112
17,8925,9125,112,66,115
1,8386,12168,111,67,108
14,6935,11700,109,65,105
3,5100,14948,115,71,118
16,10912,3347,110,73,108
12,8179,6341,109,62,124
4,4491,8690,109,62,113
6,2788,12897,110,70,112
15,13623,3534,111,72,107
13,7763,5425,110,60,108
7,2439,9381,118,62,116
9,13449,12773,121,71,107
19,12521,15991,125,69,112
10,5510,15111,120,71,110
11,11897,3407,117,66,106
