counter,start,storeDLT,storeKfrags,finish
0,2537,4246,121,67,106
18,5391,4386,112,59,112
2,5437,8547,127,66,107
8,2441,11037,115,79,109
5,8645,7253,121,60,111
17,8925,11029,111,64,114
1,8386,14089,119,66,106
14,6935,13512,114,80,106
3,5100,16618,111,63,110
16,10912,4252,111,81,121
12,8179,8272,110,74,117
4,4491,11067,110,82,119
6,2788,13478,112,75,112
15,13623,4091,130,59,146
13,7763,8336,109,65,117
7,2439,11333,113,64,119
9,13449,14707,118,73,108
19,12521,17808,113,62,125
10,5510,16846,108,67,107
11,11897,5324,111,65,120
