counter,start,storeDLT,storeKfrags,finish
0,3502,9611,112,66,106
19,4524,31667,109,79,102
3,6393,39477,109,88,104
11,27296,33103,113,210,219
12,27591,36712,110,70,107
8,28784,43052,568,754,103
2,29256,51390,109,62,103
17,40196,52258,111,65,500
6,39700,64316,170,89,129
5,46234,65129,117,69,104
16,45538,72469,110,71,116
15,48731,81943,137,78,105
7,46194,89261,205,64,101
9,41772,99409,110,71,105
1,49135,110959,110,94,114
4,46743,119422,143,65,110
10,51369,149286,607,3336,1334
18,54002,142282,782,1031,101
13,136062,14053,1013,741,324
14,151847,18289,139,189,107
