counter,start,storeDLT,storeKfrags,finish
0,2477,1410,112,65,107
3,2582,3446,116,78,108
4,2351,3557,109,64,128
10,4242,2387,109,63,112
11,4342,3371,110,68,120
1,2453,3122,120,73,105
2,2509,4059,138,64,110
12,4511,2821,129,62,112
15,2324,3297,113,73,110
5,1359,2853,118,72,121
7,2328,1413,119,68,108
6,2319,3234,110,78,104
8,2420,2410,111,72,106
18,2401,2402,118,73,104
19,1395,2404,109,61,105
9,2357,1404,117,61,105
13,2408,1406,117,65,104
17,2384,1410,119,60,105
16,2415,2396,113,76,108
14,2364,2394,110,66,117
