counter,start,storeDLT,storeKfrags,finish
0,2886,6676,111,65,109
2,2894,15557,114,65,114
16,3250,28228,111,67,109
1,3561,38025,140,71,110
8,32359,22110,110,59,109
7,41985,21413,110,85,103
10,42397,31206,109,66,115
9,41993,40308,190,63,105
5,40184,48335,112,69,111
14,38033,58332,110,66,110
11,36002,70452,109,64,103
15,36302,76060,117,77,113
17,36446,86699,120,66,103
6,33613,94450,110,66,111
4,34357,105196,110,60,104
3,31616,115694,111,62,106
13,32024,123169,110,66,110
12,30320,135115,117,66,112
19,118208,5998,113,58,106
18,52636,15516,114,63,108
