counter,start,storeDLT,storeKfrags,finish
0,2716,3091,111,66,104
1,3848,9831,110,66,107
4,3005,18290,110,64,111
3,4083,27194,111,66,110
5,2774,30981,111,61,103
7,4342,36480,115,64,106
2,2644,44464,114,71,111
10,10329,46257,113,62,105
18,49188,11223,112,66,106
12,47799,17189,117,67,105
8,49877,24093,109,67,108
13,46857,31973,111,61,110
9,45605,36850,114,64,115
14,47567,34493,112,68,112
6,43004,41287,126,63,106
11,25603,48541,130,61,105
16,25149,5251,111,67,115
15,14196,8648,112,65,103
19,2810,3456,111,68,114
17,2724,3336,111,76,102
