counter,start,storeDLT,storeKfrags,finish
0,2871,12998,111,66,111
5,2780,19261,116,63,107
4,2687,27691,113,72,109
11,3090,36874,110,58,104
1,22732,32364,110,66,132
2,41671,18990,110,62,109
7,42063,30780,111,68,107
3,39435,39224,132,64,103
10,34610,49964,116,74,116
19,34925,59122,120,60,107
8,35048,67425,118,65,104
6,30058,78050,111,64,128
15,30191,87519,112,68,108
13,20403,86674,112,66,112
9,17963,97604,112,66,114
16,95260,8619,112,67,110
12,88700,19308,117,64,110
14,56484,27256,109,66,112
18,49192,36731,110,64,116
17,31972,46916,140,60,103
