counter,start,storeDLT,storeKfrags,finish
0,2871,4904,112,62,104
5,2780,13630,110,65,111
4,2687,22917,113,70,111
11,3090,31557,117,62,105
1,22732,30948,113,65,109
2,41671,19638,110,69,107
7,42063,26677,119,63,106
3,39435,37223,112,65,120
10,34610,44170,116,64,105
19,34925,54681,110,58,106
8,35048,63441,119,65,109
6,30058,72581,110,68,106
15,30191,82958,111,72,106
13,20403,82226,111,64,116
9,17963,91586,113,67,114
16,95260,5780,111,74,113
12,88700,13330,112,68,118
14,56484,22804,109,60,114
18,49192,32589,111,64,105
17,31972,41136,114,60,108
