counter,start,storeDLT,storeKfrags,finish
0,2871,8415,111,60,104
5,2780,15849,117,67,105
4,2687,26354,112,61,103
11,3090,33756,108,68,119
1,22732,27235,110,62,105
2,41671,17268,112,68,107
7,42063,28882,112,66,112
3,39435,37561,110,59,104
10,34610,46726,113,69,102
19,34925,56228,110,69,115
8,35048,70307,114,63,105
6,30058,74699,121,73,103
15,30191,84397,110,69,114
13,20403,83900,117,66,107
9,17963,93035,111,63,106
16,95260,5564,134,67,104
12,88700,13752,110,58,104
14,56484,25818,109,66,116
18,49192,32475,111,66,110
17,31972,43921,117,65,103
