counter,start,storeDLT,storeKfrags,finish
0,2833,3563,170,62,105
8,2785,12730,109,66,117
2,2744,22120,111,66,103
7,3047,31550,115,65,108
4,2916,38998,113,68,124
5,13477,39882,109,60,104
1,22021,40952,111,64,106
16,47236,23733,110,60,106
12,44892,32223,113,71,105
19,43235,47319,110,66,129
6,42207,48204,112,79,105
9,40179,57145,111,62,104
17,40056,65600,110,64,113
10,48092,65305,114,65,103
14,47112,66311,110,62,103
3,30861,74811,117,67,111
13,67625,29728,109,61,105
15,68705,27805,110,59,107
18,57684,20496,112,69,104
11,34688,17956,112,62,108
