counter,start,storeDLT,storeKfrags,finish
0,2833,2739,111,61,113
8,2785,13451,119,115,111
2,2744,21425,110,66,105
7,3047,30088,111,63,117
4,2916,38780,112,64,106
5,13477,43125,114,66,113
1,22021,40368,111,64,106
16,47236,22946,110,67,121
12,44892,30661,112,67,107
19,43235,43321,120,69,106
6,42207,48423,112,70,115
9,40179,56693,114,64,116
17,40056,65164,118,63,104
10,48092,64673,110,59,104
14,47112,64850,110,61,103
3,30861,74244,112,65,111
13,67625,28888,114,66,119
15,68705,27680,111,66,103
18,57684,18820,110,64,109
11,34688,18191,109,64,104
