counter,start,storeDLT,storeKfrags,finish
0,2905,11138,118,75,116
4,3214,18321,112,69,104
2,2735,28931,127,65,112
7,35130,13431,111,70,105
1,35592,24401,108,72,117
11,35546,34938,113,67,109
12,34573,40673,109,59,104
19,34320,59471,118,85,109
3,34088,65014,117,63,106
8,27121,78927,109,62,104
17,26241,89011,110,73,123
6,26238,94414,113,69,106
13,23763,107690,111,64,119
5,21964,114477,110,60,103
16,16806,131927,111,63,107
10,19075,140001,112,61,133
14,113944,43670,109,64,109
9,147913,16813,125,66,105
18,142906,27504,111,62,115
15,46181,38045,117,59,118
