counter,start,storeDLT,storeKfrags,finish
0,3840,8911,109,66,109
2,3794,15700,111,70,111
6,9356,15762,112,64,114
5,16557,16363,111,74,106
1,11482,22643,117,63,109
8,11705,27360,112,69,103
3,11876,34037,116,59,114
4,16968,35925,114,65,106
11,13842,42676,109,59,123
19,36454,23378,108,78,105
12,30037,29738,112,64,103
15,33903,36215,113,73,103
10,30900,42514,112,75,131
16,36770,41894,111,67,111
9,34954,41473,115,71,106
17,19738,47792,119,58,106
13,22440,52912,112,61,102
7,41648,26240,119,65,159
14,23685,7112,112,65,112
18,6415,14576,112,60,106
