counter,start,storeDLT,storeKfrags,finish
0,2922,13597,110,63,105
7,3363,24266,111,68,105
6,3033,36517,111,75,108
3,24452,30191,112,65,105
8,24951,33399,111,69,108
5,25082,51139,111,71,109
2,25288,61489,112,68,121
11,33532,62618,112,67,103
1,32546,71794,110,61,105
15,34612,79904,116,61,104
10,32916,91596,111,67,117
4,34196,104163,125,62,109
12,30672,114620,111,63,113
19,20709,125911,119,62,108
13,20658,137478,110,65,110
17,58897,102443,110,63,103
16,56098,114008,111,64,111
18,55293,124434,112,66,110
14,128721,44613,110,65,116
9,121416,55832,109,65,107
