counter,start,storeDLT,storeKfrags,finish
0,2922,5000,113,75,107
7,3363,14770,120,66,116
6,3033,27457,110,57,108
3,24452,18833,109,61,103
8,24951,35282,121,71,102
5,25082,40921,112,65,104
2,25288,52308,110,65,119
11,33532,52794,111,63,113
1,32546,66463,109,71,111
15,34612,73669,118,62,110
10,32916,83376,117,74,102
4,34196,96492,110,63,104
12,30672,105446,116,67,103
19,20709,116288,110,66,113
13,20658,127131,123,64,103
17,58897,94763,111,60,102
16,56098,106009,114,60,111
18,55293,114643,112,65,111
14,128721,35517,115,61,103
9,121416,44366,111,60,103
