counter,start,storeDLT,storeKfrags,finish
0,2922,3462,113,68,115
7,3363,14979,110,63,103
6,3033,28112,118,69,105
3,24452,18929,110,59,103
8,24951,35510,109,66,108
5,25082,41029,110,65,112
2,25288,50875,120,64,106
11,33532,51225,112,80,108
1,32546,65811,109,70,117
15,34612,72438,110,65,118
10,32916,91940,113,66,102
4,34196,96268,121,65,103
12,30672,105229,117,65,104
19,20709,116069,127,67,102
13,20658,125919,111,61,124
17,58897,95203,114,87,104
16,56098,106571,111,66,118
18,55293,114979,112,79,106
14,128721,35290,114,66,110
9,121416,48174,111,69,105
