counter,start,storeDLT,storeKfrags,finish
0,2922,8921,114,67,116
7,3363,23385,129,63,112
6,3033,35855,189,62,109
3,24452,29420,132,68,102
8,24951,37710,109,63,102
5,25082,50134,111,67,103
2,25288,59725,115,70,104
11,33532,61188,110,74,104
1,32546,70665,114,61,106
15,34612,81687,108,68,111
10,32916,93035,125,63,102
4,34196,103270,111,62,104
12,30672,112271,131,64,107
19,20709,125036,112,69,115
13,20658,135591,112,73,109
17,58897,102683,111,63,107
16,56098,113240,115,66,106
18,55293,123762,120,65,103
14,128721,42642,111,69,102
9,121416,54285,112,64,119
