counter,start,storeDLT,storeKfrags,finish
0,2435,3360,115,73,103
1,2391,4893,131,63,114
14,5403,3002,110,59,105
19,3504,4963,113,67,137
18,3379,7076,123,68,103
3,4606,3622,108,63,129
8,6836,4763,110,66,106
6,6000,7002,111,64,123
5,4880,8471,111,65,103
10,4211,10506,171,63,106
16,8864,1952,111,60,104
2,11897,4178,109,61,105
13,2612,6493,109,66,111
4,2423,3859,130,77,111
7,4015,2981,122,64,104
11,2409,3946,110,65,103
12,3558,3065,111,65,110
9,2436,3448,112,66,119
17,3101,2940,134,62,103
15,2438,3844,111,65,110
