counter,start,storeDLT,storeKfrags,finish
0,2534,2627,109,58,110
2,2449,4532,109,66,105
1,4425,3910,109,63,114
5,6561,3762,113,69,124
9,6324,5761,112,73,116
3,5592,7703,111,69,109
16,5445,10687,112,63,109
15,5394,11920,125,73,106
8,14028,1766,108,60,105
18,12510,4663,110,66,114
6,11511,6721,114,67,113
11,11162,9395,125,66,105
19,10894,10748,109,72,105
12,8842,11756,125,64,105
10,14213,2509,113,70,125
4,7055,4825,111,78,114
7,3374,6740,115,85,117
17,4677,2599,112,67,126
14,3863,4643,112,68,112
13,2490,1633,111,66,107
