counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
0,1179,1479,7,12,22,24
2,1444,1668,63,40,93,10
4,1100,1315,11,17,44,29
14,2076,1529,11,12,19,9
13,2126,3269,7,8,13,14
3,2697,1223,10,19,10,8
16,2089,2641,6,10,57,9
18,2092,4504,10,10,9,4
15,2971,2723,7,7,8,4
9,4609,2192,10,9,17,10
5,4556,3373,6,10,36,19
7,4669,3981,7,8,14,5
12,4314,4882,7,16,13,7
6,2103,6099,11,9,10,4
8,6985,2641,5,16,19,10
10,2836,2577,19,16,12,8
11,1116,1259,5,6,8,4
17,1144,1368,9,15,17,5
19,1353,1827,14,17,17,13
