counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
2,1444,1668,63,40,93,10
0,1179,2760,6,7,11,8
14,2076,1542,10,13,17,4
4,1100,2940,7,10,18,5
13,2126,2708,10,8,25,15
3,2697,1822,12,10,10,6
16,2089,2854,13,9,33,7
18,2092,3852,7,10,12,10
15,2971,2987,10,24,57,13
5,4556,1368,5,6,13,10
9,4609,4010,5,9,13,10
7,4669,4662,7,8,11,9
12,4314,5402,8,12,92,5
6,2103,6907,6,16,17,7
8,6985,2315,9,14,15,8
10,2836,1306,22,13,25,11
11,1116,1449,5,7,10,12
17,1144,1904,8,18,11,9
19,1353,3190,18,13,13,7
