counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
2,1444,1668,63,40,93,10
0,1179,1524,9,11,23,12
4,1100,2663,8,32,25,14
14,2076,2760,16,16,13,13
13,2126,2759,6,13,19,5
3,2697,2019,7,7,33,9
16,2089,1531,10,11,19,14
18,2092,4033,12,7,18,5
15,2971,2986,12,21,91,9
5,4556,1393,8,8,11,5
7,4669,4566,9,9,20,15
9,4609,4625,10,18,53,6
12,4314,7317,7,5,10,4
6,2103,6873,11,10,27,15
8,6985,2588,7,13,15,11
10,2836,1868,6,8,16,4
11,1116,1547,5,9,11,4
17,1144,1329,6,5,10,4
19,1353,1892,6,10,11,6
