counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
0,1179,1214,8,14,12,12
2,1444,1668,63,40,93,10
4,1100,1323,8,20,17,24
14,2076,1269,7,10,18,8
13,2126,3964,8,9,11,12
3,2697,1142,6,11,14,18
16,2089,2698,8,17,78,26
18,2092,3174,7,11,19,6
15,2971,2916,10,13,37,11
5,4556,1663,20,12,21,19
9,4609,3267,6,6,19,7
7,4669,3994,8,9,14,8
12,4314,5997,7,9,18,10
6,2103,6089,7,10,13,4
8,6985,3101,6,13,14,6
10,2836,2503,7,14,58,12
11,1116,1462,10,11,13,18
17,1144,1912,13,8,18,6
19,1353,1924,7,7,10,8
