counter,start,storeDLT,storeKfrags,finish
0,2716,4961,120,66,102
1,3848,11245,112,65,108
4,3005,16728,116,61,107
3,4083,27856,111,68,109
5,2774,31188,113,60,103
7,4342,36702,112,61,105
2,2644,45036,114,69,109
10,10329,42974,111,59,104
18,49188,10775,110,59,104
12,47799,16179,110,66,116
8,49877,23546,109,63,116
13,46857,29621,130,60,107
9,45605,36630,111,65,106
14,47567,35359,116,66,105
6,43004,41619,113,60,103
11,25603,48315,110,71,123
16,25149,5710,112,65,110
15,14196,9422,120,83,113
19,2810,3258,111,66,103
17,2724,2895,117,61,108
