counter,start,storeDLT,storeKfrags,finish
0,2623,3268,118,65,106
2,1428,7396,115,65,110
1,2468,10386,109,64,105
7,3693,14136,114,61,106
4,12749,8793,108,63,103
6,18353,7860,113,64,104
5,18944,11788,120,65,104
3,19136,16009,120,90,107
10,15390,23474,110,65,107
8,13667,24267,109,68,110
18,12362,28555,109,65,112
13,10560,28183,108,65,102
14,31022,7514,123,74,105
15,30305,10589,112,66,111
9,29247,15721,113,59,104
16,28536,19880,114,69,108
12,24107,20608,110,61,122
17,11737,23510,110,99,111
19,26386,3439,114,69,104
11,19705,7326,112,80,114
