counter,start,storeDLT,storeKfrags,finish
0,2494,5463,109,59,105
1,2436,8226,177,68,106
3,1441,11516,111,70,120
2,8966,7352,114,76,120
12,7897,7695,110,70,115
5,9265,9905,120,64,126
4,6856,13498,109,67,105
15,11281,7072,112,70,112
9,11335,10184,114,74,104
13,9580,9555,171,62,104
6,9705,12900,115,66,119
10,7642,15990,109,67,118
19,10482,4370,109,68,107
7,4760,4630,110,75,112
11,2474,6441,122,98,106
14,5409,4878,109,72,106
8,2513,3746,114,59,110
17,1494,4794,112,66,109
16,2489,5341,109,66,105
18,2477,4982,115,67,110
