counter,start,storeDLT,storeKfrags,finish
0,2632,3680,128,78,109
6,2494,7786,111,65,120
14,10867,4676,110,68,107
1,8356,9810,115,61,103
3,7833,12589,114,63,124
12,7911,16743,115,76,108
10,6075,20986,110,66,132
2,6321,25290,110,67,117
9,2218,29633,123,70,118
4,6011,33977,112,60,105
13,2944,37405,111,68,108
16,38007,3966,109,65,123
11,20511,7048,114,63,110
8,39210,13183,112,82,121
7,19517,16636,109,63,107
15,19790,3605,116,65,113
5,15910,8102,112,62,111
17,2506,11804,111,68,113
19,11641,3006,115,70,105
18,2574,3128,116,65,105
