counter,start,storeDLT,storeKfrags,finish
0,3521,5189,14,21,12
5,3425,6961,14,21,13
4,6029,4096,62,114,146
2,5841,7347,80,113,123
7,4832,6890,56,56,44
1,8436,8479,24,18,19
3,6811,7227,44,69,141
6,7840,5449,85,69,227
9,6321,6929,19,30,13
8,4785,4305,85,71,101
