counter,start,storeDLT,storeKfrags,finish
0,4829,11706,129,74,112
4,5103,23066,140,89,138
3,5075,31215,123,71,115
7,6506,46230,124,78,180
1,6825,55298,143,83,116
5,7299,64995,116,92,137
9,7354,78147,118,87,108
12,40102,58588,119,92,149
8,41558,68033,113,80,106
2,72951,47042,114,83,145
11,79661,49431,112,66,106
6,70322,64133,128,79,128
17,67873,69583,177,77,203
15,65021,77225,109,83,126
16,72582,71359,127,72,114
13,68410,79021,119,81,111
14,69435,92045,132,78,117
18,67342,95982,115,95,129
10,63404,107964,135,75,151
19,3230,7710,125,85,155
