counter,start,storeDLT,storeKfrags,finish
0,4829,14074,158,108,137
4,5103,24338,435,713,747
3,5075,36141,188,68,131
7,6506,50276,130,79,163
1,6825,58060,151,86,122
5,7299,69667,167,90,121
9,7354,82288,151,107,118
12,40102,58344,136,79,113
8,41558,70627,132,74,129
2,72951,49256,125,82,140
11,79661,51481,118,88,140
6,70322,58555,125,79,139
17,67873,71888,116,76,111
15,65021,81570,126,85,135
16,72582,68045,142,81,107
13,68410,75860,155,72,137
14,69435,87701,143,87,116
18,67342,102133,128,91,127
10,63404,110425,122,75,125
19,3230,9914,136,80,3520
