counter,start,storeDLT,storeKfrags,finish
0,2822,10323,114,65,109
1,2792,17589,110,69,110
5,20598,12711,176,64,103
18,17774,21662,113,65,113
2,16791,30275,114,70,102
7,16985,40186,118,64,107
3,9961,48651,114,65,113
6,10563,57965,110,60,104
4,8337,67862,113,60,106
9,61126,22886,112,66,109
11,69619,21902,111,66,107
8,71415,31244,110,65,111
14,66732,42103,117,64,102
10,58112,48964,110,77,107
12,64486,61719,114,62,112
15,48461,72273,110,67,106
13,42750,79828,110,65,108
19,42879,89082,110,70,106
16,33592,98710,119,60,102
17,94265,9024,114,65,107
