counter,start,storeDLT,storeKfrags,finish
0,2898,12515,113,78,109
7,3188,25230,111,66,108
1,3834,32352,112,66,112
3,3998,43801,112,65,118
2,14310,46680,111,67,108
16,14814,57186,111,68,103
13,47514,33887,111,65,109
12,47728,48848,112,76,107
5,47774,60940,111,66,115
9,41022,62894,114,67,113
14,41076,80328,119,68,105
8,41431,90867,111,63,106
11,57612,78766,110,59,107
6,54069,89941,112,59,103
10,45426,100658,114,65,114
4,43643,111336,111,66,103
15,38910,121886,110,65,113
18,38903,124345,110,68,107
17,84246,77995,109,64,103
19,117937,27574,115,61,107
