counter,start,storeDLT,storeKfrags,finish
0,2898,13351,149,71,104
7,3188,22493,113,63,113
1,3834,34581,114,67,110
3,3998,45035,124,71,107
2,14310,47782,111,60,110
16,14814,58067,130,64,113
13,47514,35552,115,70,107
12,47728,50065,113,70,130
5,47774,60591,112,63,133
9,41022,65684,116,68,107
14,41076,81438,122,64,103
8,41431,92488,122,71,108
11,57612,80778,109,69,110
6,54069,90037,111,67,108
10,45426,102118,113,67,108
4,43643,112143,113,70,110
15,38910,123213,112,73,119
18,38903,124565,116,63,109
17,84246,79023,136,66,109
19,117937,25114,118,58,105
